index,decimals,name,address
KWH,18,KWHCoin,0xebc7cd2684dd96619841c7994343c5a8bda94b10
RNT,18,OneRoot Network,0xff603f43946a3a28df5e6a73172555d8c8b02386
ELITE,18,Ethereum Lite,0x0a76aad21948ea1ef447d26dee91a54370e151e0
ARN,8,Aeron,0xba5f11b16b155792cf3b2e6880e8706859a8aeb6
REAL,18,Real.Markets,0x9214ec02cb71cba0ada6896b8da260736a67ab10
TIX,18,Blocktix,0xea1f346faf023f974eb5adaf088bbcdf02d761f4
DUBI,18,DUBI,0xd4cffeef10f60eca581b5e1146b5aca4194a4c3b
STCN,0,Stop Tabac Coin,0x420c42ce1370c0ec3ca87d9be64a7002e78e6709
ETRUST,18,Ethereum Trust Fund,0x50d2e7bcd0bffa5c1cde4b63d6ffee6d1cdac0ae
BOP,8,blockoptions,0x7f1e2c7d6a69bf34824d72c53b4550e895c0d8c2
DRP,2,DCORP,0x621d78f2ef2fd937bfca696cabaf9a779f59b3ed
WZI,18,Wizzle Infinity Token,0xb8327f32127afe37a544c52b628653e222a93bad
DRT,8,domraider,0x9af4f26941677c706cfecf6d3379ff01bb85d5ab
DAI,18,Maker DAI,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359
CPC,18,CPChain,0xfae4ee59cdd86e3be9e8b90b53aa866327d7c090
NAS,18,Nebulas,0x5d65d971895edc438f465c17db6992698a52318d
EPL,0,Ethereum Platinum,0x0fa698f8b7464d6d9597ecfc8f44d353b1a735d1
DVN,18,Developer Network Token,0x9b7593aae6b48d02668808c2dfbfc4bef35ef957
FDZ,18,Friendz Coin,0x23352036e911a22cfc692b5e2e196692658aded9
BQ,3,bitqy,0xf0f8b0b8dbb1124261fc8d778e2287e3fd2cf4f5
HBZ,18,Helbiz,0xe34e1944e776f39b9252790a0527ebda647ae668
SMT,18,Sun Money Token,0xc761c8dc05ae52a8a785665e528ddbb00c098ad1
HBT,15,Hubiits,0xdd6c68bb32462e01705011a4e2ad1a60740f217f
CTN,0,Communitytoken,0xeffdda4220a61bb62d7bff9d89615e05b3f156e8
SHLD,18,Shield Vision,0x9397554c07f687b7a20d13c73350cc283765d509
CCC,18,Crush Crypto Core,0xbe11eeb186e624b8f26a5045575a1340e4054552
OAX,18,openANX,0x701c244b988a513c945973defa05de933b23fe1d
DEECOIN,18,DeeCOIN,0xf010cfe91d8c461c1d59c2c26883db7bf7fc99e5
LYS,8,LIGHTYEARS,0xdd41fbd1ae95c5d9b198174a28e04be6b3d1aa27
PPT2,18,Proof,0x2469f31a34fcaac0debf73806ce39b2388874b13
FLIP,0,Flip,0xc997d07b0bc607b6d1bcb6fb9d4a5579c466c3e5
PIX,0,PIX,0x8effd494eb698cc399af6231fccd39e08fd20b15
FACEOLD,18,Faceter token,0x4695c7ac68eb86c1079c7d7d53af2f42db8a6799
HKN,8,HACKEN,0x9e6b2b11542f2bc52f3029077ace37e8fd838d7f
FLIK,14,FLiK,0x17fd666fa0784885fa1afec8ac624d9b7e72b752
RVT,18,RvT,0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244
LYM,18,Lympo,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec
SPHTX,18,SophiaTX,0x3833dda0aeb6947b98ce454d89366cba8cc55528
CCOLD,2,CryptoSoft Token,0xf3860b668077946bd2ce41a5999560c51648aa18
MFG,18,SyncFab,0x6710c63432a2de02954fc0f851db07146a6c0312
YOLO,0,YOLOCOIN,0x07c5b1e4391fcdfc6c12548448aeee30a3793079
NAVI,18,Navi Token,0x588047365df5ba589f923604aac23d673555c623
SVD,18,Savedroid,0xbdeb4b83251fb146687fa19d1c660f99411eefe3
EXMR,8,EXMR,0xc98e0639c6d2ec037a615341c369666b110e80e5
FOPA,8,Fopacoin,0x319b33456aa1248cc0e04b555c63c10b51423a5e
XAI,8,AICoin,0x268b7976e94e84a48bf8b2b57ba34b59ed836a74
NXC,3,Nexium,0x45e42d659d9f9466cd5df622506033145a9b89bc
ZPN,18,Zpay Network,0xbd6a473b817843cc9ef5c02d52bb29b07976b6d7
EBTGOLD,0,eBTGold,0x44e6d9ae9053a16e9311fd9702291c5516804359
MyB,8,MyBit,0x94298f1e0ab2dfad6eeffb1426846a3c29d98090
ODIN,18,Odin Report,0x12fa6cc43227ad0f1256804dbc24480404799080
BIT,18,Bitrewards,0x47da42696a866cdc61a4c809a515500a242909c1
UBT,8,Unibright,0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e
GZENEW,18,GazeCoin,0x4ac00f287f36a6aad655281fe1ca6798c9cb727b
AKYUOLD,0,Akyumen old,0x7823ec21765f6007e2205138c67f78dd8c0614cf
LATX,8,Latium,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9
MCD,18,MealCoinDinnerful,0x5afda18caba69fe3af5e6d56e42e1c9f92c40d77
FSBT,18,Forty Seven Bank Token,0x1ed7ae1f0e2fa4276dd7ddc786334a3df81d50c0
EBET,2,Ethbet,0x7d5edcd23daa3fb94317d32ae253ee1af08ba14d
OX,3,OX Fina,0x65a15014964f2102ff58647e16a16a6b9e14bcf6
T4GM,2,GameMarketToken,0xa042a3079a45ca1fb586b8307bcab9b8f8a85b27
CRCN,3,CrowdToken,0x8ac77770de6a3b690e9f3ec368fb64ba3c112cdd
CXO,18,CargoX,0xb6ee9668771a79be7967ee29a63d4184f8097143
DEX,8,EDEX,0xa090e882f82e5080ecd083134feadcb7c965030f
DVIP,8,IDEX Membership,0xadc46ff5434910bd17b24ffb429e585223287d7f
VUP,18,VuePay token,0xcba6f10d1147b2c5a3d8d8cbd93c373b31c6c2c8
CEEK,18,CEEK,0xb056c38f6b7dc4064367403e26424cd2c60655e1
FINS,4,Finshi Capital,0x4805e471dd86dc0e3cbe44305391e37e491b579e
SKRP,18,Skraps,0xfdfe8b7ab6cf1bd1e3d14538ef40686296c42052
VIO,18,Vio,0x94ffb55ce68231c5966ea8dab16a8f066846513f
XSC,18,CrowdstartCoin,0x0f513ffb4926ff82d7f60a05069047aca295c413
DEL,18,Delphi,0x02b9806a64cb05f02aa8dcc1c178b88159a61304
IPL,18,InsurePal,0x64cdf819d3e75ac8ec217b3496d7ce167be42e80
ETK,2,EnergiToken,0x3c4a3ffd813a107febd57b2f01bc344264d90fde
DEB,18,Debitum,0x151202c9c18e495656f372281f493eb7698961d5
IPOS,18,iPoS,0x374b99781f22491a06aad3bf0cda34ecfd760ac0
SNTR,4,SilentNotary,0x2859021ee7f2cb10162e67f33af2d22764b31aff
SCL,8,SOCIAL,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8
CREDO,18,Credo,0x4e0603e2a27a30480e5e3a4fe548e29ef12f64be
POLL,18,ClearPoll Token,0x705ee96c1c160842c92c1aecfcffccc9c412e3d9
AMM,6,MicroMoney,0x8b1f49491477e0fb46a29fef53f1ea320d13c349
NEBO,3,Neubulous,0x580d69737e11cf2fb306c8fc0161b86f7c9f03ba
AMN,18,Amon,0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c
DOV,18,DOVU,0xac3211a5025414af2866ff09c23fc18bc97e79b1
ROC,10,ROC,0x1bcbc54166f6ba149934870b60506199b6c9db6d
LLT,8,LLToken,0x6d5cac36c1ae39f41d52393b7a425d0a610ad9f2
GETX,18,InsChain,0x07a58629aaf3e1a0d07d8f43114b76bd5eee3b91
DRAGO,18,Dragon Metal,0x53df2750a7f280f979068a19a56959024aa94165
RLTY,8,SMARTRealty,0xbe99b09709fc753b09bcf557a992f6605d5997b0
SCX,0,SeedCash,0x14fffb1e001615b7fb7c7857bdf440a610022e5b
QVT,18,Qvolta,0x1183f92a5624d68e85ffb9170f16bf0443b4c242
AION,8,AION,0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466
ETM,18,Ethereum Metal,0xec6b50a3f3f1e8a07557ca2ef048b3eecab1cd5e
BDG,18,Bitdegree,0x1961b3331969ed52770751fc718ef530838b6dee
CPAY,0,CPAY Token,0x0ebb614204e47c09b6c3feb9aaecad8ee060e23e
CPY,18,COPYTRACK,0xf44745fbd41f6a1ba151df190db0564c5fcc4410
VIT,18,Vice Industry Token,0x23b75bc7aaf28e2d6628c3f424b3882f8f072a3c
MTN,18,MedToken,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3
TRX,6,Tronix,0xf230b790e05390fc8295f4d3f60332c93bed42e2
ICE,18,IDICE,0x5a84969bb663fb64f6d015dcf9f622aedc796750
RHOC,8,RHOC,0x168296bb09e24a88805cb9c33356536b980d3fc5
PBL,18,Publica,0x55648de19836338549130b1af587f16bea46f66b
GET2,18,Themis network,0x60c68a87be1e8a84144b543aacfa77199cd3d024
EGAS,8,ETHGAS,0xb53a96bcbdd9cf78dff20bab6c2be7baec8f00f8
CJT,18,ConnectJob,0x3abdff32f76b42e7635bdb7e425f0231a5f3ab17
TRV,16,TravelCoin,0x23cb17d7d079518dbff4febb6efcc0de58d8c984
FKX,18,KnoxsterToken,0x009e864923b49263c7f10d19b7f8ab7a9a5aad33
LRC,18,Loopring,0xef68e7c694f40c8202821edf525de3782458639f
AVT,18,Aventus,0x0d88ed6e74bbfd96b831231638b66c05571e824f
LTCW,8,LiteCoinW,0x558a0fb2952a8743adbf45e073396245751f5b8a
MYST,8,Mysterium,0xa645264c5603e96c3b0b078cdab68733794b0a71
UP,2,UpToken,0xe49203f0adaa0a4fbfa7b5ab59642e43dfce11a9
BST,18,Blocksquare Token,0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a
LTCI,0,LiteCoin Ice,0x61329fbc46d1a65ac92b80a0e5efb5b0434661c1
SENSE,8,SENSE,0x6745fab6801e376cd24f03572b9c9b0d4edddccf
LTCD,8,Litecoin Dark,0x03dcbedc7f08f9fe276948d7b06a180834e80ece
KCY,18,KickCity Token,0x9d22c3bf2b51213a3572e865ecf78fab0294e75b
IVY,18,IvyKoin,0xa4ea687a2a7f29cf2dc66b39c68e4411c0d00c49
BCAP,0,Blockchain Capital,0xff3519eeeea3e76f1f699ccce5e23ee0bdda41ac
ACC,18,Accelerator,0x13f1b7fdfbe1fc66676d56483e21b1ecb40b58e2
QASH,6,QASH,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6
ZCASHC,18,Zcash Classic,0x752e5a3ee2d94535fde1624771a844cbe7d4ae7e
SUB,2,Substratum,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a
ACE,0,TokenStars,0x06147110022b768ba8f99a8f385df11a151a9cc8
FLX,18,BitFlux,0x70b147e01e9285e7ce68b9ba437fe3a9190e756a
JADE,5,Jade,0xa6e7172662379f1f4c72108655869abdbb7f7672
ZCO,8,Zebi Coin,0x2008e3057bd734e10ad13c9eae45ff132abc1722
ELTC,18,eLTC,0x1f103fd7c4fa908c25387da70ed287b632bd22a2
BEAT,18,Beat,0x2fb12bccf6f5dd338b76be784a93ade072425690
IDH,6,INDAHASH COIN,0x5136c98a80811c3f46bdda8b5c4555cfd9f812f0
STAR,18,Starbase,0xf70a642bd387f94380ffb90451c2c81d4eb82cbc
NET,18,Nimiq,0xcfb98637bcae43c13323eaa1731ced2b716962fd
NEU,18,Neumark,0xa823e6722006afe99e91c30ff5295052fe6b8e32
OPEN,8,OPEN Platform,0x69c4bb240cf05d51eeab6985bab35527d04a8c64
XNN,18,XENON,0xab95e915c123fded5bdfb6325e35ef5515f1ea69
PMT,4,playmarket,0xc1322d8ae3b0e2e437e0ae36388d0cfd2c02f1c9
TEL,2,Telcoin,0x85e076361cc813a908ff672f9bad1541474402b2
IETH,8,iEthereum,0x859a9c0b44cb7066d956a958b0b82e54c9e44b4b
WABI,18,WaBi,0x286bda1413a2df81731d4930ce2f862a35a609fe
CGC,16,CGCOINS,0x2d9765a94ff22e0ca3afc3e3f4b116de2b67582a
OCN,18,OCoin,0x4092678e4e78230f46a1534c0fbc8fa39780892b
RBLX,18,Rublix,0xfc2c4d8f95002c14ed0a7aa65102cac9e5953b5e
LHCOIN,8,LHCoin,0x0778cc2e8bbad3d483e82371606d100cc8604522
HOT,18,HoloToken,0x6c6ee5e31d828de241282b9606c8e98ea48526e2
EARTH,8,EARTH Token,0x900b4449236a7bb26b286601dd14d2bde7a6ac6c
VZT,18,Vezt,0x9720b467a710382a232a32f540bdced7d662a10b
SALT,8,SALT Lending,0x4156d3342d5c385a87d264f90653733592000581
TEU,18,20footEqvUnit,0xeeac3f8da16bb0485a4a11c5128b0518dac81448
GEM2,18,GEM: Greychain Emerging Markets,0x4046a3b951a7c3e2e4a366ff778b5a60a585107a
ADT,9,AdToken,0xd0d6d6c5fe4a677d343cc433536bb717bae167dd
ELI,18,EligmaToken,0xc7c03b8a3fc5719066e185ea616e87b88eba44a3
DNA,18,Gene-Chain Coin,0x82b0e50478eeafde392d45d1259ed1071b6fda81
GMC,2,GameCoin,0x3719dac5e8aeeb886a0b49f5cbafe2dfa73a16a3
SHIP,18,ShipChain,0xe25b0bba01dc5630312b6a21927e578061a13f55
MIND,18,Mindsports,0x222728c202e7164dfbd127181d46409338c4328e
YEED,18,YGGDRASH,0x6f7a4bac3315b5082f793161a22e26666d22717f
ADX,4,AdEx,0x4470bb87d77b963a013db939be332f927f2b992e
ELE,8,Elephant,0xd3483638cccf9fd2a5a8521bc910493d4e759610
DNT,18,district0x,0x0abdace70d3790235af448c88547603b945604ea
ADB,18,Adbank,0x2baac9330cf9ac479d819195794d79ad0c7616e3
VST,18,Vestarin,0x552ed8253f341fb770e8badff5a0e0ee2fd57b43
RDN,18,Raiden,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6
DGPT,18,DigiPulse Token,0xf6cfe53d6febaeea051f400ff5fc14f0cbbdaca1
ADH,18,ADHIVE,0xe69a353b3152dd7b706ff7dd40fe1d18b7802d31
GMT,18,Mercury Protocol,0xb3bd49e28f8f832b8d1e246106991e546c323502
HIRE,18,HIRE Token,0x865e3707a580f9db89304005cddd050ade8873eb
WIC,18,Wi,0x5e4abe6419650ca839ce5bb7db422b881a6064bb
LEV,9,LeverJ,0x0f4ca92660efad97a9a70cb0fe969c755439772c
XES,18,PROXEUS,0xa017ac5fac5941f95010b12570b812c974469c2c
COOKIE,18,Cookie,0xf3fb69ef211c6d1e838a5c2223ef54fed4f24090
BRD,18,Bread,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6
WINGS,18,WINGS,0x667088b212ce3d06a1b553a7221e1fd19000d9af
FBL,2,Faceblock,0xc0c2ee1ce1fed8f6e2764363a36db3dd4cf10022
HQX,18,Hoqu,0x1b957dc4aefeed3b4a2351a6a6d5cbfbba0cecfa
DBETOLD,18,DecentBetToken,0x540449e4d172cd9491c76320440cd74933d5691a
DALC,8,DALECOIN,0x07d9e49ea402194bf48a8276dafb16e4ed633317
MORPH,4,MORPHEUS,0x2ef27bf41236bd859a95209e17a43fbd26851f92
NEWB,0,Newbium,0x814964b1bceaf24e26296d031eadf134a2ca4105
IQT,8,IQT,0x51ee82641ac238bde34b9859f98f5f311d6e4954
IPSX,18,IP Exchange,0x001f0aa5da15585e5b2305dbab2bac425ea71007
AUC,18,Auctus Token,0xc12d099be31567add4e4e4d0d45691c3f58f5663
MSP,18,Mothership,0x68aa3f232da9bdc2343465545794ef3eea5209bd
SPNK,8,Spank,0x1eab19e6623e8cbcafc252e275f5b51c27656faf
CAT2,18,BitClave,0x1234567461d3f8db7496581774bd869c83d51c93
CRPT,18,Crypterium,0x80a7e048f37a50500351c204cb407766fa3bae7f
HYDRO,18,HYDRO,0xebbdf302c940c6bfd49c6b165f457fdb324649bc
RKT,18,Rock Token,0x106aa49295b525fcf959aa75ec3f7dcbf5352f1c
WAX,8,Worldwide Asset eXchange,0x39bb259f66e1c59d5abef88375979b4d20d98022
NPXOLD,2,NPX OLD,0xc3788c1d348aef1a314bca5085c8285acc269030
HER,18,HeroNode Token,0x491c9a23db85623eed455a8efdd6aba9b911c5df
PXS,18,Pundi X old,0x358d12436080a01a16f711014610f8a4c2c2d233
SGP,18,SGPay Token,0x33c623a2baafeb8d15dfaf3ce44095efec83d72c
DAN,10,DAN Token,0x9b70740e708a083c6ff38df52297020f5dfaa5ee
SGR,8,Sugar Exchange,0xcb5a05bef3257613e984c17dbcf039952b6d883f
LALA,18,LALA,0xfd107b473ab90e8fbd89872144a3dc92c40fa8c9
SGT,1,Status,0xd248b0d48e44aaf9c49aea0312be7e13a6dc1468
GMR,18,GIMMER,0x9b8d5f3402f74c7a61d9f09c32d3ca07b45c1466
PXT,18,PROPX,0xaf146fbd319ca7ae178caa2c9d80a2db6b944350
DAT,18,Datum,0x81c9151de0c8bafcd325a57e3db5a5df1cebf79c
BCDT,18,BCDiploma,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5
AURA,18,Aurora DAO,0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814
SGN,9,Signals Network Token,0xb2135ab9695a7678dd590b1a996cb0f37bcb0718
RPIL,8,Red Pill,0x9e386da8cdfcf8b9e7490e3f2a4589c570cb2b2f
METM,18,MetaMorph,0xfef3884b603c33ef8ed4183346e093a173c94da6
DAY,18,DAY,0xe814aee960a85208c3db542c53e7d4a6c8d5f60f
SGG,6,SggCoin,0xe2f45f1660dc99daf3bd06f637ab1e4debc15bde
TKA,18,Tokia Token,0xdae1baf249964bc4b6ac98c3122f0e3e785fd279
TNT,8,Tierion,0x08f5a9235b08173b7569f83645d2c7fb55e8ccd8
PLAY,18,HeroCoin,0xe477292f1b3268687a29376116b0ed27a9c76170
AE,18,Aeternity,0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d
ICN,18,ICONOMI,0x888666ca69e0f178ded6d75b5726cee99a87d698
KING,18,King93,0xe1479d294807379320dca9a9e9002ac644539099
ETHG,0,Ethereum Gold,0x78cb641ed233beea4827b8b148e4bf0b17289eca
FOTA,18,Fortuna,0x4270bb238f6dd8b1c3ca01f96ca65b2647c06d3c
ETHD,18,Ethereum Dark,0xdbfb423e9bbf16294388e07696a5120e4ceba0c5
ETHC,8,Ethereum Centurion,0x44830e5fbe354af3c1c8d405170c08d3bc8a2cd9
ESZ,18,ESZCoin,0xe8a1df958be379045e2b46a31a98b93a2ecdfded
CNX,8,Cryptonex,0x94d6b4fb35fb08cb34aa716ab40049ec88002079
LGR,8,Logarithm,0x2eb86e8fc520e0f6bb5d9af08f924fe70558ab89
CND,18,Cindicator,0xd4c435f5b09f855c3317c8524cb1f586e42795fa
ICX,18,ICON,0xb5a5f22694352c15b00323844ad545abb2b11028
GOLD,18,GOLD,0x61d40b844ea5b68c9c504fccdb05b68c2d7ae965
CNN,18,CNN Token,0x8713d26637cf49e1b6b4a7ce57106aabc9325343
SME,18,SME Banking Platform,0xdfe7351c291bc0e49079c62212587244e1c666ba
ETHR,18,Ethereum Rainbow,0xe4fd2a2e36bb632e6eb5bd4f887262c81cc44f0c
GVT,18,Genesis Vision,0x103c3a209da59d3e7c4a89307e66521e081cfdf0
ETHP,18,EtherPower,0xebc86d834756621444a8a26b4cf81b625fe310cd
ZCG,8,ZCashGold,0x180e5087935a94fd5bbab00fd2249c5be0473381
BTCRED,8,Bitcoin Red,0x6aac8cb9861e42bf8259f5abdc6ae3ae89909e11
BRAT,8,BRAT,0x9e77d5a1251b6f7d456722a6eac6d2d5980bd891
EZT,8,EZToken,0x5e6016ae7d7c49d347dcf834860b9f3ee282812b
INDI,18,Indicoin,0xe8c09672cfb9cfce6e2edbb01057d9fa569f97c1
MOVI,0,MoviToken,0x623b925b0a57a24ea8de301f2e3e692ce903f0c3
DXT,8,DataWallet Token,0x8db54ca569d3019a2ba126d03c37c44b5ef81ef6
SNOV,18,Snovio,0xbdc5bac39dbe132b1e030e898ae3830017d7d969
CAPP,2,Cappasity,0x04f2e7221fdb1b52a68169b25793e51478ff0329
EGBYTE,18,EGBYTE,0x332ee54349e92db5d0d7132b213daeedf5bd2057
PFR,8,PayFair,0x2fa32a39fc1c399e0cc7b2935868f5165de7ce97
ALPHA,18,Alpha Investing,0x66e3ad9f57f23564a3f7aec06d2fc2a55380dfa7
VSL,18,VSlice,0x5c543e7ae0a1104f78406c340e9c64fd9fce5170
